RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,RSI,Week.Trimp.Total,Daily.Average,Weekly.SD,Monotony,Strain,RT.Volume.Load,RSI_Level
70,47,31,71,8.67,7.18,10.18,83,28,1.43,6,2.45,1.53,3.2,1.5,1.42,63,17.9883,7.18,4.26,3,3,3,3,3,3,3,5,0.339,373.2,175.55,50.36235912,5.725807337,3878.068087,5832.1,1
55,128,87,55,5.29,5.1,9.27,96,5,0,3,1.3,1.01,2.78,0.2,1.35,72,16.875,5.1,3.55,2.2,3.3,2.7,2,1.2,1.7,3.3,3.3,0.387,0,256.75,16.23922977,9.067813056,6740.608988,6238.78,2
66,100,74,59,6.68,6.28,10.61,94,9,0,3,0.59,0.73,4.96,0.4,1.95,65,15.7764,6.28,3.6,3.1,3.1,3,1.6,1.3,1.5,2.4,3.1,0.358,14,178.75,15.62147405,8.334775195,6482.172458,5839.82,1
90,17,18,56,6.57,5.47,9.82,83,11,0,6,2.2,1.55,1.72,1.1,1.44,59,17.6953,5.47,2.1,4,6,4,4,6,3,1.7,2,0.338,274.7,234.55,46.37865095,5.384883711,2752.062379,4421.64,1
65,93,47,90,10.14,8.49,9.4,84,21,10.09,8,2.37,1.65,4.47,1.67,0.95,66,17.9297,8.49,2.59,3,4,3,2,4,3,2,4,0.368,2264.2,698.825,78.88600122,8.953655012,16885.40396,7213.04,2
55,77,92,97,10.19,9.16,9.45,90,20,0,9,3.09,1.17,4.9,1.04,1.65,43.7,16.9336,9.16,3.45,4,4,4,3,1,1,1,1,0.328,0,150,55.11281454,5.2700038,4697.686396,6520.76,1
57,97,60,82,7.98,7.54,9.15,95,10,0.95,8,2.61,1.65,3.29,0.44,0.44,74,17.0898,7.54,3.66,1.9,2.6,2.4,2.1,1.4,1.8,2.9,3.8,0.38,0,213.8833333,23.45901145,8.78969869,9123.713893,6326.05,2
43,116,58,100,9.16,8.36,7.86,91,20,4.31,9,2.13,2.22,4.01,0.81,0,77,12.2461,8.36,2.41,4,4.8,4,3.9,3.4,3.1,4.3,4.2,0.336,352.2,112,65.37118891,3.761931097,2491.251393,6364.36,1
55,98,56,49,5.27,4.74,9.6,90,9,9.13,4,1.37,1.04,2.33,0.53,1.98,68.3,17.1094,4.74,1.75,5,3,3,2,4,2,2,3,0.367,2352.3,647.1166667,78.9860416,9.761962929,16340.8137,6142.32,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
49,80,77,100,10.18,9.39,8.51,92,14,8.67,5,3.26,1.7,4.43,0.8,0.77,62,14.707,9.39,1.93,5.1,5.9,5.9,4.7,2.5,1,1,1,0.355,26.5,174.9833333,98.58579571,2.314463587,887.543365,6141.87,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
57.1,81.8,65.3,75.6,7.916,7.18,9.307,89.9,15,2.113,5.5,2.519,1.601,3.023,0.797,1.17,58.3,16.88625,7.18,3.247,4,5,4,4,2,2,3,3,0.32,0,132.4,57.0810586,4.805268137,2951.394316,6168.4,1
65,55,58,100,9.51,8.85,8.16,93,14.1,5.77,3,3.81,1.98,3.06,0.67,0,62,17.5781,8.85,3.08,3,4,4,3,4,2,3,4,0.346,208.7,187.3833333,86.34773299,2.520876152,955.1560713,5642.26,1
50,44,37,80,7.87,7.32,9.14,93,14,0,6,3.36,1.7,2.27,0.55,1.18,77,15.0586,7.32,1.31,5,5,4,5,1,1,3.1,4,0.369,15,113.6916667,52.45294961,4.998988534,3895.218524,6258.73,2
61.3,92.7,65.2,75.8,8.023,7.151,9.497,89,15.3,1.055,5.6,2.174,1.441,3.556,0.888,1.335,75.5,17.0437,7.149,3.89,3,3,2,3,3,5,6,4,0.36,2461.9,710.3583333,180.1430146,4.133115549,12380.43682,6217.76,2
66,51,30,48,5.46,4.69,9.78,86,15,2.4,4,1.29,0.89,2.5,0.78,1.43,66,18.6572,4.69,1.32,3,3,3,3,3,3,3,5,0.369,298,175.325,48.24141986,5.842959553,4423.90179,5694.11,2
63,76,73,68,5.84,5.39,7.96,92,9.5,1.92,3,1.71,1.3,2.38,0.46,1.74,52.9,16.7578,6.97,2.32,2.2,2.7,2.1,2.2,3,3,2.5,2.9,0.311,284.3,228,12.78044036,10.14999387,7295.086671,6005.74,0
73,61,35,43,5.03,4.44,10.26,88,13,2.4,4,1.34,0.98,2.12,0.6,1.57,69,17.168,4.44,4.86,2.7,2.9,1.1,2.7,3.2,4,4.9,3.6,0.365,2958.7,849.4333333,81.88848833,8.225831595,25536.4966,6165.87,2
56.6,85.6,59,72.2,7.84,7.005,9.768,89,15.8,0.574,6,2.532,1.603,2.965,0.874,1.374,73,16.59083,7.009,3.366,4,6,4,4,6,3,1.8,2,0.38,299.6,166.925,55.20185544,4.382500792,4682.776286,6665.24,2
60,111,59,65,7.71,5.83,8.97,76,14,3.83,3,1.38,0.56,3.89,1.89,0.49,66,17.4365,5.83,3.01,3,4,3,2,4,3,2,4,0.379,296.3,168.6666667,26.13134691,6.278771583,4018.561951,6126.96,2
56,76,89,85,7.12,6.74,7.91,95,8.4,0,7,2.15,1.4,3.19,0.39,0.15,50.8,16.6992,6.74,2.76,4,4,4,3,1,1,1,1,0.328,95,135.425,45.60724846,5.24558244,2700.975605,3470.98,1
52,92,53,62,5.71,5.21,8.41,91,10,0,4,1.22,1.08,2.91,0.51,0.88,58,17.1094,6.19,2.97,2.1,2.7,1.9,2.1,3.3,2.8,2.2,3.2,0.292,301.8,262,5.255919869,9.310249666,4615.639433,6203.74,0
44,120,64,93,8.32,7.69,8.3,92,11,0,7,2.34,2.02,3.33,0.64,0,74,12.5977,7.69,2.08,4.9,4.8,3.5,4.6,3,3.4,4.6,4.2,0.34,351,110.4166667,56.13212831,4.86880819,4173.738321,5506.8,1
61,81,38,42,4.26,3.88,9.24,91,10,0,4,1.12,0.63,2.13,0.39,1.94,44.4,17.9297,4.96,4.25,5,3,3,2,4,2,2,3,0.361,245.5,131,8.420649723,9.070125653,4766.041026,5969.56,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
52,95,87,79,7.93,6.83,8.63,86,17,13.06,4,1.49,1.41,3.94,1.11,0,78,15.3516,6.83,3.11,4.8,5.6,4.6,5,1.6,1,1,1,0.465,0,137.25,19.04033179,7.668841777,6833.515059,8188.98,3
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
49,155,84,78,7.67,7.22,9.28,94,10,2.39,7,1.65,1.4,4.16,0.47,0.74,46,15.8789,7.22,2.76,4,5,4,4,2,2,3,3,0.37,0,177.85,19.89565597,6.90654206,4985.543564,6909.14,2
64,57,59,100,8.94,8.26,7.51,92,18,0,8,1.98,1.8,4.48,0.69,0,66,18.0469,9.32,4.02,3,4,4,3,4,2,3,4,0.36,328.5,128.3,52.52415472,5.219165574,3696.483329,6292.96,2
53,71,65,67,7.09,6.55,9.72,92,10,0,4,1.5,1.42,3.64,0.55,0.98,86,15.6885,6.55,1.94,5,5,4,5,1,1,3.1,4,0.389,32,137.2666667,58.34896741,5.063203952,5678.886476,6973.1,2
61.3,92.7,65.2,75.8,8.023,7.151,9.497,89,15.3,1.055,5.6,2.174,1.441,3.556,0.888,1.335,75.5,17.0437,7.149,3.89,3,3,2,3,3,5,6,4,0.36,2461.9,710.3583333,180.1430146,4.133115549,12380.43682,6217.76,2
63,67,59,58,7.5,6.16,10.57,82,27,0,5,1.6,1.31,3.26,1.34,2,66,17.6025,6.16,5.27,3,3,3,3,3,3,3,5,0.38,356.8,174.775,53.00543548,6.048692683,4430.729586,6481.93,2
79,25,19,65,6.74,5.99,9.26,89,15,0,4,2.21,1.55,2.23,0.76,1.24,56,17.6514,5.99,1.23,3.3,3.1,2.5,3,1.7,2.6,4.2,3,0.336,0,151.425,37.28898465,5.672599647,3047.623033,4178.77,1
66,97,74,76,9.35,8.13,10.65,87,20,0,8,3.22,1.64,3.27,1.23,2.18,42,17.3438,8.13,3.56,3.2,4.7,4.2,3.2,1.7,2,2.8,2.2,0.334,11.5,157.85,53.43980498,5.248017432,3582.424697,6387.92,1
120,43,79,44,4.1,4.1,9.25,100,4.3,0,0,0,0,4.11,0,1.67,41,17.13307,4.1,4.73,4,6,4,4,6,3,2,2,0.408,346.9,138.5,47.81799078,6.36727263,2964.565336,5074.3,2
55,149,96,100,10.68,9.99,9.7,94,17,6.25,10,2.79,2.48,4.72,0.7,1.34,66,17.4609,9.99,3.16,3,4,3,2,4,3,2,4,0.367,505.5,375.05,17.46358396,7.388441588,8079.601325,5271.67,2
56,83,87,56,5.58,5.21,9.22,93,7,4.31,2,2.43,1.17,1.61,0.38,0.74,73.1,16.9922,5.21,3.66,4,4,4,3,1,1,1,1,0.369,0,139.8583333,50.02797094,5.80303566,6292.742288,2007.7,2
55,94,59,89,10.51,8.86,9.97,84,14,0,8,2.66,1.99,4.21,1.66,1.45,50,16.9165,8.86,4.96,3.5,4,3.9,3.3,1.9,2,1.6,1.5,0.333,0,129.525,55.49708994,7.028159328,6679.315835,6075.51,1
42,127,76,68,6.21,5.71,8.36,92,8,7.21,2,1.5,1.45,2.76,0.5,0.27,82,11.543,5.71,2.9,2.3,3.4,2.6,2.1,4,4.6,2.7,3.2,0.361,2240.6,584.9916667,77.43999569,9.591074642,20710.19191,6493.9,2
62,85,49,60,5.96,5.31,8.9,89,13,2.39,6,0.89,1.04,3.38,0.66,2.21,53.4,17.6465,7.03,2.79,5,3,3,2,4,2,2,3,0.326,177,119.5666667,4.419056577,8.388861284,4085.454406,3105.16,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
58,60,34,90,9.45,8.39,9.34,89,16,2.87,8,1.38,1.41,5.6,1.07,0.81,67,16.8164,8.39,4.93,5.3,5.3,4.7,4.8,1.3,1,1,1,0.37,1836.2,847.2666667,310.2025818,2.361044877,3820.697288,6173.2,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
62,88,56,68,6.4,5.79,8.57,90,13,0,5,2.31,1.14,2.34,0.62,0.89,74.4,18.6328,5.79,3.3,2.4,3.2,2.4,2,3.2,2.8,2.3,3.4,0.38,299.8,275.1666667,36.68830425,6.811236748,7730.811158,6770.33,2
48,165,88,77,7.22,6.73,8.76,93,12,0,6,1.89,1.13,3.71,0.5,0.84,56,16.1719,6.73,2.62,4,5,4,4,2,2,3,3,0.385,0,94.08333333,48.01187494,5.184867503,2635.381644,5560.69,2
72,36,18,86,8.53,7.4,8.65,87,13,0,7,2.52,1.73,3.15,1.14,0,66,18.1055,7.4,3.98,3,4,4,3,4,2,3,4,0.365,319,152.2,54.29180092,5.164991387,3759.12806,5633.45,2
52,85,79,61,6.59,6.22,10.13,94,6.6,9.6,2,1.34,1.11,3.77,0.39,1.26,86,15.0586,6.22,2.18,5,5,4,5,1,1,3,4,0.383,3797.7,871.985,95.4946816,9.663705925,30289.55919,6586.8,2
61.3,92.7,65.2,75.8,8.023,7.151,9.497,89,15.3,1.055,5.6,2.174,1.441,3.556,0.888,1.335,75.5,17.0437,7.149,3.89,3,3,2,3,3,5,6,4,0.36,2461.9,710.3583333,180.1430146,4.133115549,12380.43682,6217.76,2
70,37,22,58,7.52,5.91,10.14,79,18,0,6,1.67,1.19,3.05,1.62,1.62,75,18.0762,5.91,2.91,3,3,3,3,3,3,3,5,0.383,421.2,229.925,50.41677566,5.989730835,7332.59603,6550.16,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
60,118,78,49,5.47,4.77,9.8,87,9,6.73,3,2.47,0.54,1.77,0.7,1.18,59,15.6934,4.77,2.86,3.4,3.9,3.1,3,3.2,3,2.7,3.3,0.386,200.4,153.0333333,18.90293545,6.133758112,2535.777862,6286.38,2
56.6,85.6,59,72.2,7.84,7.005,9.768,89,15.8,0.574,6,2.532,1.603,2.965,0.874,1.374,73,16.59083,7.009,3.366,4,6,4,4,6,3,1.8,2,0.38,299.6,166.925,55.20185544,4.382500792,4682.776286,6665.24,2
57,127,58,52,4.88,4.36,8.32,89,13,2.39,3,0.62,0.61,3.13,0.53,0,72,18.75,4.36,3.03,3,4,3,2,4,3,2,4,0.375,315.1,155.0666667,7.92003241,6.821183998,5109.462261,6589.37,2
56,104,79,45,4.85,4.57,10.26,94,6.7,2.4,2,1.23,0.87,2.47,0.29,1.69,75,16.6992,4.57,4.42,4,4,4,3,1,1,1,1,0.386,0,132.2833333,58.32845682,6.552946144,9213.173704,6212.51,2
60,92,35,13,1.24,1.21,9.36,98,4.8,1.43,1,0.25,0.25,0.72,0.02,0.54,69,17.2266,1.21,3.98,2.2,2.7,2,2,4.3,4.1,4.6,3.6,0.41,2243.8,693.95,72.54578943,11.93613467,18606.76673,6371.01,3
61,79,27,58,6.15,5.68,9.76,92,8,0,4,2.24,1.87,1.56,0.48,1.24,57,12.3047,5.68,4.78,2.1,2.1,2.7,2.4,1.3,1.5,3.4,2.6,0.307,0,227.65,13.44142484,9.256615402,5767.99189,6288.15,0
53,84.9,51.1,77,8.111,7.317,9.634,89.9,12.2,3.267,6.6,2.201,1.452,3.539,0.823,1.143,74.4,15.4287,7.31,3.397,5,3,3,2,4,2,2,3,0.376,162.7,135.275,36.771343,5.918544564,4576.594162,4348.18,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
66,50,23,77,8.51,7.12,9.25,84,18,7.67,8,3.21,1.72,2.19,1.41,0.49,67,16.6406,7.12,4.35,5.7,6,5.9,5.2,1.8,1,1.1,1,0.366,3128.6,746.7066667,91.76749185,8.57827236,26493.14442,6769.78,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
72,36,7,83,7.09,6.57,7.9,93,6,11.55,7,2.37,1.29,2.92,0.52,1.23,55.9,19.1016,8.29,4.36,1.9,2.9,2.3,2.3,3.2,2.7,2.7,3.6,0.289,2120.9,718.45,83.38854153,9.155902449,20574.46823,6701.79,0
47,152,76,100,9.93,8.85,7.58,89,24,3.35,7,1.57,1.31,5.97,1.09,0.88,40,15.9082,10.75,2.95,4,5,4,4,2,2,3,3,0.376,29,215.15,83.10549953,3.837782788,2202.384699,6096.1,2
60.5,89.2,78.1,71.3,7.913,7.18,10.023,89.8,15.1,0.717,6.3,2.514,1.506,3.1,0.79,1.57,68.6,17.04322,7.181,3.345,3,4,4,3,4,2,3,4,0.385,208.6,142.5,54.00216217,4.875560927,3305.385807,6250.78,2
56,72,50,45,5.26,4.57,10.21,87,5,11.55,2,1.42,0.95,2.2,0.69,1.49,37,16.7334,4.57,4.11,5,5,4,5,1,1,4.1,4,0.358,68.5,162.65,17.92242236,6.24257383,2960.328399,5162.28,1
61.3,92.7,65.2,75.8,8.023,7.151,9.497,89,15.3,1.055,5.6,2.174,1.441,3.556,0.888,1.335,75.5,17.0437,7.149,3.89,3,3,2,3,3,5,6,4,0.36,2461.9,710.3583333,180.1430146,4.133115549,12380.43682,6217.76,2
68,57,51,66,7.83,6.71,10.23,86,23,1.91,4,1.82,1.21,3.68,1.13,1.62,39,18.6914,6.71,3.23,3,3,3,3,3,3,3,5,0.336,271.8,180.775,50.74103878,6.198497678,3970.983937,6507.66,1
92,28,26,85,10.92,8.47,9.96,78,21,0,10,3.43,1.88,3.16,2.46,1.35,47,17.5195,8.47,2.31,1.8,2.2,2.6,1.9,1.5,2.4,2.5,3.6,0.313,0,202.8,21.40017596,8.068953251,6988.213175,4581.14,0
65,94,64,73,7.11,6.32,8.69,89,13,4.81,5,1.92,0.84,3.57,0.79,1.95,37,16.7578,8.1,3.01,3.1,3.1,3.4,1.8,1.7,2.2,3.1,2.7,0.333,14,156.8166667,17.02402277,6.438711902,4387.374737,5500.73,1
56.6,85.6,59,72.2,7.84,7.005,9.768,89,15.8,0.574,6,2.532,1.603,2.965,0.874,1.374,73,16.59083,7.009,3.366,4,6,4,4,6,3,1.8,2,0.38,299.6,166.925,55.20185544,4.382500792,4682.776286,6665.24,2
66,93,33,87,9.03,7.74,8.86,86,16,0,4,1.98,1.58,4.17,1.3,1.83,42,18.6328,9.1,3.76,3,4,3,2,4,3,2,4,0.327,261.7,155.65,27.2095679,6.578982617,5452.342056,6446.77,1
54.4,84.6,67.5,77.3,8.166,7.334,9.465,89.8,13.7,0.383,6.2,2.19,1.665,3.368,0.82,1.181,54.2,15.86377,7.326,3.195,4,4,4,3,1,1,1,1,0.322,0,154,53.71360389,5.06960384,3507.597651,7024.7,1
52,79,57,100,7.09,6.15,5.86,87,13,0,3,1.74,1.58,2.83,0.95,3.31,41,16.9727,12.44,5.31,2.2,2.2,2.8,2.1,1.7,2.4,3.1,3.5,0.308,0,219.2833333,36.20070091,7.697652595,5825.203873,6455.87,0
41,137,85,67,6.72,6.33,9.49,94,8,0,4,2.17,1.63,2.53,0.4,1.63,73,12.3779,6.33,3.94,4,4,4,4,5,3,5,4,0.27,2580,516,424.3583391,1.215953482,3137.159983,6570.09,0
52.1,139.3,72.2,81.3,8.266,7.697,9.088,91.3,13.4,0.669,6,2.193,1.515,3.744,0.74,1.387,58.9,15.21362,7.889,4.462,5,4,4,5,4,4,2,3,0.41,4640,928,492.7296419,1.883385778,8738.91001,7119.15,3
56.7,85.1,66.2,97.2,8.298,7.591,6.142,90.1,16.2,1.679,6.3,2.51,1.758,3.304,0.826,0.119,59.2,17.02394,7.833,3.498,2.9,3,2.8,2.9,3.1,2.7,3.3,3.2,0.36,2311,462.2,420.8137355,1.098348179,2538.282641,6670.93,2
52,82,63,51,4.63,4.44,8.67,96,4.2,2.4,4,1.75,1.17,1.51,0.19,0.88,39,15.7617,4.44,2.77,3,3,3,3,2.6,2,3.6,3,0.31,4690,938,523.7556682,1.790911406,8399.374492,6043.47,0
61.4,83.9,71.8,78.4,8.181,7.289,8.909,89,15,0.191,6.1,2.171,1.416,3.658,0.907,0.776,73.7,17.38573,7.295,3.749,2.8,3.4,2.5,2.6,3.2,2.8,3.5,3.9,0.384,840,840,274.1281427,2.746614524,3817.816994,6446.18,2
64,89,65,90,8.09,7.88,8.8,97,4.3,0,8,2.81,1.48,3.59,0.22,0.84,68.7,18.2227,7.88,4.77,3,5,3,3,3,2,2,3,0.39,5045,1009,553.5047425,1.822929277,9196.678201,7368.19,2
50,144,62,100,8.88,8.05,7.74,91,20,2.39,3,1.71,1.84,4.5,0.84,0,60,16.2891,8.05,3.89,3,5,3,2,5,3,2,3,0.45,3985,797,503.358719,1.583363851,6309.704948,6264.64,3
63,71,81,100,11.39,10.34,8.44,91,25,10.09,9,4.22,2.64,3.47,1.06,0.69,65,17.666,10.34,3.78,2,3,2,3,4,3,3,3,0.38,3555,711,547.613002,1.29836216,4615.677478,5403.45,2
49,72,73,100,6.95,6.55,5.31,94,9,2.39,4,2.83,1.11,2.61,0.41,2.11,42,15.1758,11.23,3.15,6,6,6,4,3,2.4,1,1.1,0.53,4575,915,473.1543089,1.933830006,8847.272278,8189.52,3
57.6,111.9,52.4,77.8,8.12,7.362,9.297,89.2,14.6,1.772,7.4,2.446,1.57,3.304,0.926,1.33,69.9,16.16015,7.377,3.871,3,5,2,3,5,6,6,5,0.387,620,155,34.15650255,4.537935339,2813.51991,6820.19,2
57,93,86,91,10.52,8.62,9.45,82,38,0,4,1.26,1.85,5.51,1.92,1.68,49,17.8125,8.62,4.63,3,5,4,4,4,3,3,3,0.35,4015,803,696.738832,1.152512194,4627.336459,6929.38,1
68,69,74,80,7.4,6.8,8.55,92,13,4.31,4,1.9,1.01,3.89,0.61,0.75,57,17.1094,6.8,4.55,4,3,3,3,4,6,6,5,0.318,410,102.5,25,4.1,1681,2870.62,0
70,82,56,69,6.67,6.3,9.17,94,8.6,0,6,2.36,1,2.93,0.38,1.33,55,17.002,6.3,5.09,4,6,5,4,5,1,1,2,0.36,1395,279,197.5601174,1.412228357,1970.058558,5477.61,2
51.2,110.2,55.9,98.9,8.647,7.803,7.495,90.2,16.1,1.968,7.3,2.702,1.376,3.814,0.859,0.212,62.8,15.84522,7.8,3.998,2.7,3.2,2.8,2.7,4.2,3.4,3.4,3.7,0.47,3492.5,698.5,515.8960651,1.35395489,4728.687453,8182.17,3
54,139,83,80,7.24,6.7,8.33,92,6,0,4,1.82,1.22,3.65,0.55,0.64,56,17.9297,6.7,4.62,1,5,3,1,6,4,2,5,0.37,4600,920,545.3324674,1.687044244,7760.403521,6947.55,2
53.7,129.5,69.3,79.5,8.011,7.136,9.089,89,13.9,1.051,6.5,2.077,1.362,3.674,0.889,1.236,67,16.40918,7.138,2.801,3,3,3,2,4,4,3,3,0.4,4315,863,487.3089369,1.770950489,7641.651359,6777.6,2
55,85,64,100,11.14,9.44,8.1,85,17,0,8,3.07,1.83,4.53,1.72,0,37,17.2266,9.44,4.12,3.2,4,3.6,3.1,1.5,1.9,3.2,3.4,0.337,0,125.55,55.3134124,4.918740669,3650.461027,6306.61,1
41,142,87,66,7.16,6.38,9.62,89,9,0,5,2.08,2.37,1.93,0.79,1.28,77,11.8359,6.38,4.9,4,4,4,4,5,3,5,4,0.35,467.6,216.5,57.1436784,4.570012277,4654.901288,7376.87,1
54.6,77,57.7,75.9,7.942,7.179,9.359,89.9,13.3,0.526,6.4,2.383,1.464,3.25,0.793,1.358,72.2,15.32251,7.223,3.922,5,4,4,5,4,4,2,3,0.461,384.2,138.65,51.63939861,3.986865322,3035.767938,7750.25,3
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53,101,75,45,5.07,4.78,10.54,94,6.6,8.64,3,2.05,1.23,1.5,0.3,1.88,59,16.4648,4.78,3.44,3,3,3,3,1.8,2,3.4,3,0.346,0,139.3666667,14.39188792,7.531598194,5538.201917,6189.97,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
61,104,76,78,7.78,7.05,9,91,19,0,7,2,1.53,3.52,0.74,0.49,64,18.1055,7.05,2.77,3,5,3,3,3,2,2,3,0.338,243,184.1333333,53.19209206,5.071732744,3163.285773,6700.92,1
52,138,56,97,9.17,8.58,8.84,94,15,0,6,1.4,1.3,5.88,0.6,0,73,15.7446,8.58,3.12,3,5,3,2,5,3,2,3,0.384,2027,626.0166667,71.05368148,9.044617401,16381.1511,6133.4,2
63,63,70,100,8.76,8.07,7.64,92,17,2.87,9,2.62,1.77,3.68,0.7,0,62,17.4609,8.99,0.67,2,3,2,3,4,3,3,3,0.291,372.2,174.1166667,16.28568283,7.186934628,5066.434715,6719.47,0
53,86,84,67,6.28,5.87,8.8,93,9.2,1.43,5,1.38,1.39,3.1,0.42,0,55,16.5234,5.87,2.68,6,6,6,4,3,1.8,1,1.1,0.339,189.5,114.6666667,57.17875575,6.206720351,3108.875865,6187.16,1
55.9,88.8,58.1,79.5,8.034,7.158,9.246,89,14.9,2.059,6.1,2.551,1.643,3.005,0.902,1.365,69.5,16.45216,7.202,3.509,3,5,2,3,5,6,6,5,0.384,338.6,177.625,56.1175057,4.620992723,3215.283409,6493.73,2
64,72,68,100,13.79,9.76,9.07,71,43,2.87,12,2.33,2.08,5.35,4.05,0.45,33,17.6953,9.76,3.69,3,5,4,4,4,3,3,3,0.336,319.8,183.65,56.42963269,4.525449024,3771.767065,6050.6,1
59,119,86,58,6.21,5.13,8.83,83,10,0,2,0.64,0.63,3.86,1.09,0.99,71,16.1719,5.13,3.55,4,3,3,3,4,6,6,5,0.375,482.2,238.5666667,56.72514875,4.292996903,4307.009747,6236.64,2
69,68,45,72,8.07,7.38,10.27,92,14,0,8,1.9,1.4,4.09,0.69,1.52,56,15.9961,7.38,2.7,4,6,5,4,5,1,1,2,0.337,238.5,122.25,32.4960788,6.568545524,5116.726876,4876.82,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
55,130,71,75,7.6,7.11,9.45,94,10,8.64,4,1.77,1.36,3.98,0.5,0.98,64,17.9297,7.11,3.02,1,5,3,1,6,4,2,5,0.364,1874.5,685.85,72.18323701,9.947438705,25299.65078,6356.37,2
59,71,64,50,5.89,5.65,11.23,96,5.4,0,4,1.31,0.63,3.71,0.25,2.53,62,17.168,5.65,3.71,3,3,3,2,4,4,3,3,0.351,2365.6,779.1,77.3520917,12.43833371,28663.38423,6532.11,1
55,75,42,97,8.61,7.48,7.7,87,19,0,4,1.58,1.86,4.03,1.15,0,44,17.1094,7.48,2.52,1.9,2.1,2.7,2.2,2.8,2.5,2.9,1.4,0.282,373.5,252.5,26.59887982,9.228790929,4193.40986,6075.74,0
